번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
939,052670,제일바이오,032102,의약품 제조업,"15,000,000","7,500,000,000","500",원(KRW),031-494-8226,경기 안산시 목내동 456-2 ,1268
940,023440,제일제강,032401,1차 철강 제조업,"26,032,185","13,016,092,500","500",원(KRW),031-499-0776,"경기도 안산시 단원구  시화로 60, 301 (성곡동, 시화공단4다)",1268
941,038010,제일테크노스,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,000,000","4,500,000,000","500",원(KRW),054 -278 -2841,경상북도 포항시 남구 장흥로39번길 7 ,1268
942,003380,제일홀딩스,116409,기타 금융업,"70,718,000","7,071,800,000","100",원(KRW),02-2085-4634,"전라북도 익산시 고봉로 228, 금강빌딩 1층(영등동) &nbsp",1268
943,080220,제주반도체,032601,반도체 제조업,"25,651,880","12,975,940,000","500",원(KRW),(064)740-1700,제주특별자치도 제주시 청사로 1길 18-4 ,1268
944,082270,젬백스,032902,특수 목적용 기계 제조업,"30,758,434","15,379,217,000","500",원(KRW),042-931-6287,대전광역시 유성구 테크노11로 58 ,1268
945,041590,젬백스테크놀러지,032602,전자부품 제조업,"44,411,076","22,205,538,000","500",원(KRW),02-6005-0555,대전광역시 유성구 테크노1로 30(관평동) ,1268
946,044060,조광ILI,032901,일반 목적용 기계 제조업,"9,885,656","4,942,828,000","500",원(KRW),055-360-0200,경상남도 양산시 산막공단북10길 37 (산막동) ,1268
947,034940,조아제약,032102,의약품 제조업,"28,310,231","14,155,115,500","500",원(KRW),02-6670-9200,"서울특별시 영등포구 당산로2길 12 에이스테크노타워 101호(문래동3가, 에이스테크노타워1층)",1268
948,101730,조이맥스,105802,소프트웨어 개발 및 공급업,"8,505,234","4,252,617,000","500",원(KRW),02-420-8854,경기도 성남시 분당구 대왕판교로644번길 49 (삼평동) 위메이드타워 5층 ,1268
949,067000,조이시티,105802,소프트웨어 개발 및 공급업,"11,783,395","5,891,697,500","500",원(KRW),031-789-6500,경기도 성남시 분당구 분당로 55 ,1268
950,033340,좋은사람들,031401,봉제의복 제조업,"26,412,536","13,206,268,000","500",원(KRW),02-320-6600,서울특별시 마포구  양화로 162 동교동대아빌딩 (주)좋은사람들,1268
951,036930,주성엔지니어링,032902,특수 목적용 기계 제조업,"48,249,212","24,124,606,000","500",원(KRW),031 -760 -7000,경기도 광주시  오포읍 오포로 240 주성엔지니어링,1268
952,072020,중앙백신,032101,기초 의약물질 및 생물학적 제제 제조업,"7,320,000","3,660,000,000","500",원(KRW),(042)863-9322,대전광역시 유성구 유성대로 1476-37 (주)중앙백신연구소,1268
953,000440,중앙에너비스,074607,기타 전문 도매업,"1,245,426","3,113,565,000","2,500",원(KRW),070-8707-4500,서울특별시 용산구  한남대로 82 ,1268
954,054180,중앙오션,033101,선박 및 보트 건조업,"22,476,948","11,238,474,000","500",원(KRW),02-3218-9500,서울시 영등포구 여의도동 25-5 동화빌딩 12층 ,1268
955,043610,지니뮤직,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","49,192,753","24,596,376,500","500",원(KRW),02-3282-2600,서울시 강남구 영동대로106길 17 ,1268
956,263860,지니언스,105802,소프트웨어 개발 및 공급업,"4,854,900","2,427,450,000","500",원(KRW),031-422-3823,"경기도 안양시 동안구 시민대로 361, 803호(관양동, 에이스평촌타워) &nbsp",1268
957,155960,지디,032602,전자부품 제조업,"18,709,617","9,354,808,500","500",원(KRW),070-7435-3721,충청북도 청주시 흥덕구  대신로146번길 174 ,1268
958,208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업,"34,847,795","3,484,779,500","100",원(KRW),02-786-7551,"서울특별시 강남구 역삼로 542 5층 502호(대치동, 신사제2빌딩)",1268
959,114570,지스마트글로벌,032601,반도체 제조업,"20,646,657","10,323,328,500","500",원(KRW),031-708-4412,"서울특별시 강남구 역삼로 556 서울아카데미빌딩 2층, 4층, 5층 ",1268
960,051160,지어소프트,105802,소프트웨어 개발 및 공급업,"13,610,573","6,805,286,500","500",원(KRW),02-2155-5100,"서울특별시 서초구 서초중앙로8길 117 (서초동,지어소프트빌딩)",1268
961,053050,지에스이,043502,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500","500",원(KRW),055-855-0102,경상남도 사천시 사천읍 구암두문로 412-30 ,1268
962,119850,지엔씨에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,295,828","8,428,349,000","500",원(KRW),02-2164-9200,"서울특별시 영등포구 양산로 43 우림이비지센터 911, 912호 ",1268
963,065060,지엔코,031401,봉제의복 제조업,"98,008,044","49,004,022,000","500",원(KRW),(02)2185-8510,서울특별시 송파구  동남로4길 41 지엔코빌딩,1268
964,204840,지엘팜텍,137001,자연과학 및 공학 연구개발업,"31,718,713","3,171,871,300","100",원(KRW),031-739-5220,경기도 성남시 중원구 사기막골로 137 중앙인더스피아5차 714호,1268
965,018290,지엠피,032603,컴퓨터 및 주변장치 제조업,"21,478,034","10,739,017,000","500",원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P ,1268
966,111820,지와이커머스,106309,기타 정보 서비스업,"19,903,791","9,951,895,500","500",원(KRW),02-6950-9500,서울특별시 광진구 광나루로56길 85프라임센터 35층 ,1268
967,115450,지트리비앤티,032602,전자부품 제조업,"23,141,932","11,570,966,000","500",원(KRW),031-786-7800,경기도 성남시 분당구  정자일로 248 2201 ,1268
968,018120,진로발효,031101,알코올음료 제조업,"7,524,000","3,984,450,000","500",원(KRW),031 -491 -2675,경기도 안산시 단원구 별망로 594 ,1268
969,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,"10,215,273","5,107,636,500","500",원(KRW),031-628-2000,"경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층",1268
970,086060,진바이오텍,031008,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500","500",원(KRW),041-853-9961,충청남도 공주시  계룡면 신원사로 166 ,1268
971,036890,진성티이씨,032902,특수 목적용 기계 제조업,"22,482,268","11,241,134,000","500",원(KRW),031 -658 -0100,경기도 평택시 세교산단로 3 (세교동) ,1268
972,007370,진양제약,032102,의약품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3470-0300,서울특별시 서초구  효령로 231 ,1268
973,085660,차바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"51,470,975","25,735,487,500","500",원(KRW),031-881-7400,서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층,1268
974,900040,차이나그레이트,116409,기타 금융업,"125,866,557","12,586,656","0.1",미국달러(USD),86-595-8673-2222,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",1268
975,900090,차이나하오란,116409,기타 금융업,"94,000,000","532,449,025","0",중국위안(CNY),86-510-8611-8800,"Unit 3201, 32nd Floor Jardine House 1 Connaught Place Central  Hong Kong",1268
976,094850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000","500",원(KRW),02-2188-4137,"서울특별시 중구 서소문로 135 서소문동, 연호빌딩 10층 ",1268
977,004650,창해에탄올,031101,알코올음료 제조업,"9,190,885","4,595,442,500","500",원(KRW),063-214-7800,전라북도 전주시 덕진구 원만성로 15 ,1268
978,096240,청담러닝,168505,일반 교습 학원,"7,038,789","3,519,394,500","500",원(KRW),02-3429-9407,서울특별시 강남구  영동대로 731 신영빌딩 15층 외,1268
979,013720,청보산업,033003,자동차 신품 부품 제조업,"8,178,771","4,089,385,500","500",원(KRW),032 -816 -3550,인천광역시 남동구  남동대로 208 ,1268
980,066360,체리부로,031001,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500","500",원(KRW),043-530-3200,충청북도 진천군 이월면 생거진천로 1770 ,1268
981,047820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","64,839,923","32,419,961,500","500",원(KRW),02-6925-7000,서울특별시 강남구 언주로148길 19 청호빌딩 4층 ,1268
982,094360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"7,411,627","3,849,313,500","500",원(KRW),02-568-3767,"서울특별시 강남구 삼성로85길 26, 11~13층 ",1268
983,016920,카스,074605,기계장비 및 관련 물품 도매업,"21,474,112","10,737,056,000","500",원(KRW),02-2225-3526,경기도 양주시  광적면 그루고개로 262 ,1268
984,026260,카테아,074608,상품 종합 도매업,"89,300,189","44,650,094,500","500",원(KRW),02-558-3921,"서울특별시 강남구 언주로 620 현대인텔렉스 (논현동, 현대인텔렉스빌딩 8층)",1268
985,071850,캐스텍코리아,033003,자동차 신품 부품 제조업,"12,373,089","6,186,544,500","500",원(KRW),051-974-4222,부산광역시 사상구 학장로63번길 24 ,1268
986,180400,캔서롭,137209,기타 과학기술 서비스업,"6,089,872","3,044,936,000","500",원(KRW),02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",1268
987,050110,캠시스,032602,전자부품 제조업,"57,775,923","28,887,961,500","500",원(KRW),070-4680-2500,인천광역시 연수구  벤처로100번길 26 ,1268
988,900310,컬러레이,137105,회사 본부 및 경영 컨설팅 서비스업,"54,000,000","34,371,405","0",중국위안(CNY),+86-572-8832188,"Room 1501, 15F, SPA Centre, 53-55 Lockhart Road, Wanchai, Hong Kong. &nbsp",1268
989,078340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000","500",원(KRW),02-6292-6000,서울특별시 금천구  가산디지털1로 131 ,1268
990,214370,케어젠,032101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000","500",원(KRW),031-420-9242,경기도 안양시 동안구 엘에스로91번길 46-38 ,1268
991,221980,케이디켐,032004,기타 화학제품 제조업,"4,034,800","2,017,400,000","500",원(KRW),043-543-8430,충청북도 보은군 보은읍 매화구인로 345 &nbsp,1268
992,043290,케이맥,032902,특수 목적용 기계 제조업,"6,838,015","3,419,007,500","500",원(KRW),0429303800,대전광역시 유성구 테크노8로 33 ,1268
993,221950,케이비드림3호스팩,116601,금융 지원 서비스업,"6,815,000","681,500,000","100",원(KRW),02-6114-0920,서울특별시 영등포구 여의나루로4길 21 ,1268
994,250930,케이비제10호스팩,116601,금융 지원 서비스업,"5,210,000","521,000,000","100",원(KRW),02-783-1101,"서울특별시 영등포구 여의대로 8 에이동 1903호(여의도동, 여의도파크센터) ",1268
995,258790,케이비제11호스팩,116601,금융 지원 서비스업,"3,210,000","321,000,000","100",원(KRW),02-3424-1988,"서울특별시 광진구 광나루로56길 85, 1917호(구의동, 테크노마트) &nbsp",1268
996,222390,케이비제8호스팩,116601,금융 지원 서비스업,"10,310,000","1,031,000,000","100",원(KRW),02-312-3380,"서울특별시 마포구 마포대로 208, 301호(아현동, 효성인텔리안) ",1268
997,232270,케이비제9호스팩,116601,금융 지원 서비스업,"13,815,700","1,381,570,000","100",원(KRW),0226551271,"서울특별시 양천구 목동동로 293, 2304호 (목동, 현대41타워) ",1268
998,192250,케이사인,105802,소프트웨어 개발 및 공급업,"61,476,373","6,147,637,300","100",원(KRW),02-591-2390,"서울특별시 강남구 논현로64길 18 경풍빌딩 3,4,5층",1268
999,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000","500",원(KRW),02-6377-5221,경상북도 구미시 3공단1로 284 (임수동),1268
1000,089150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000","500",원(KRW),02-6377-5622,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩 ,1268
1001,025880,케이씨피드,031008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000","500",원(KRW),054-332-6511,경상북도 영천시 금호읍 금호로 320 ,1268
1002,093320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000","500",원(KRW),02-2187-6373,"서울특별시 서초구 서초대로 396 21층 (서초동, 강남빌딩) ",1268
1003,073010,케이에스피,032901,일반 목적용 기계 제조업,"7,540,914","3,770,457,000","500",원(KRW),(051)831-6270,부산광역시 강서구  녹산산단381로86번길 43 ,1268
1004,105330,케이엔더블유,032202,플라스틱제품 제조업,"5,661,347","2,830,673,500","500",원(KRW),031-950-0200,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,1268
1005,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000","500",원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14) ,1268
1006,083550,케이엠,031309,기타 섬유제품 제조업,"9,868,568","4,934,284,000","500",원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 ,1268
1007,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"16,100,000","8,050,000,000","500",원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,1268
1008,064820,케이프,033101,선박 및 보트 건조업,"22,897,510","11,448,755,000","500",원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303  ,1268
1009,256940,케이피에스,032902,특수 목적용 기계 제조업,"4,270,000","2,135,000,000","500",원(KRW),031-8041-5411,경기도 화성시 동탄면 동탄산단10길 52 &nbsp,1268
1010,024880,케이피에프,032509,기타 금속 가공제품 제조업,"14,886,642","7,443,321,000","500",원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,1268
1011,042040,케이피엠테크,032004,기타 화학제품 제조업,"74,811,238","7,481,123,800","100",원(KRW),(031)489-4100,경기 안산시 원시동 816-2 ,1268
1012,054410,케이피티,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000","500",원(KRW),031-491-5695~7,경기도 화성시 정남면 괘랑2길 1 ,1268
1013,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,085,340","6,308,534,000","100",원(KRW),031-888-6634,경기도 수원시 영통구 광교로 147 이의동 경기바이오센터 15층,1268
1014,089010,켐트로닉스,032004,기타 화학제품 제조업,"12,426,254","6,213,127,000","500",원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31 ,1268
1015,220260,켐트로스,032004,기타 화학제품 제조업,"23,565,158","2,356,515,800","100",원(KRW),031-491-0653,경기도 안산시 단원구 능안로 7 -,1268
1016,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000","500",원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,1268
1017,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"47,653,062","4,765,306,200","100",원(KRW),02-3476-4200,서울특별시 강남구 학동로 155(논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층) ,1268
1018,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000","500",원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8 ,1268
1019,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000","500",원(KRW),02-6361-2423,서울특별시 강남구 도산대로6길 14 아이올리빌딩 - ,1268
1020,080530,코디,032004,기타 화학제품 제조업,"17,836,576","8,918,288,000","500",원(KRW),031-322-7788,경기도 용인시 기흥구 영덕동 103-1 ,1268
1021,224060,코디엠,032902,특수 목적용 기계 제조업,"122,798,622","12,279,862,200","100",원(KRW),0416209000,충청남도 천안시 서북구 백석공단2길 62 ,1268
1022,078650,코렌,032703,사진장비 및 광학기기 제조업,"30,071,471","15,035,735,500","500",원(KRW),031-740-6800,경기도 성남시 중원구 둔촌대로 449 3층305호,1268
1023,104540,코렌텍,032701,의료용 기기 제조업,"9,937,153","4,968,576,500","500",원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12 ,1268
1024,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000","500",원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6 ,1268
1025,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000","200",원(KRW),031-466-4822,경기도 광주시  오포읍 오포안로 46-10 ,1268
1026,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400","100",원(KRW),070-7093-1330,경기도 안성시 원곡면 섬바위길 23 ,1268
1027,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,004,084","7,002,042,000","500",원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494 ,1268
1028,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000","500",원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,1268
1029,183300,코미코,032902,특수 목적용 기계 제조업,"8,775,000","4,387,500,000","500",원(KRW),031-8056-5800,경기도 안성시 모산로 8 ,1268
1030,041960,코미팜,032102,의약품 제조업,"55,184,206","5,518,420,600","100",원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,1268
1031,009730,코센,032401,1차 철강 제조업,"40,098,335","20,049,167,500","500",원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,1268
1032,241710,코스메카코리아,032004,기타 화학제품 제조업,"5,340,000","2,670,000,000","500",원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,1268
1033,069110,코스온,032004,기타 화학제품 제조업,"18,120,714","9,060,357,000","500",원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 6층(대치동,일동빌딩)",1268
1034,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000","500",원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),1268
1035,045970,코아시아홀딩스,137309,"그외 기타 전문, 과학 및 기술 서비스업","18,841,240","9,420,620,000","500",원(KRW),032-500-1721,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,1268
1036,029960,코엔텍,053802,폐기물 처리업,"50,000,000","25,000,000,000","500",원(KRW),(052)228-7300,울산 남구 용잠동 산 157 ,1268
1037,102940,코오롱생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000","500",원(KRW),02-3677-4151,경기도 과천시  코오롱로 13 코오롱타워별관7층 코오롱생명과학(주),1268
1038,033290,코웰패션,031404,의복 액세서리 제조업,"90,500,234","46,532,198,500","500",원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381 ,1268
1039,056360,코위버,032604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000","500",원(KRW),(02)3140-3300,서울특별시 마포구  동교로19길 12(서교동) ,1268
1040,121850,코이즈,032202,플라스틱제품 제조업,"10,532,840","5,266,420,000","500",원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,1268
1041,015710,코콤,032604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000","500",원(KRW),02  -6675-2135,서울 강서구 염창동 260-7 ,1268
1042,052330,코텍,032605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000","500",원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26 ,1268
1043,126600,코프라,032002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000","500",원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142 ,1268
1044,200130,콜마비앤에이치,032101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000","500",원(KRW),02-3774-3822,대전광역시 유성구 테크노3로 22 -,1268
1045,225650,쿠첸,032805,가정용 기기 제조업,"10,686,277","5,343,138,500","500",원(KRW),02-2008-7272,서울특별시 강남구 삼성로 528 부방빌딩 &nbsp,1268
1046,060280,큐렉소,074708,기타 상품 전문 소매업,"28,922,253","14,461,126,500","500",원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",1268
1047,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","106,021,598","53,010,799,000","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",1268
1048,051780,큐로홀딩스,074603,음·식료품 및 담배 도매업,"60,193,222","30,096,611,000","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",1268
1049,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"7,566,192","3,783,096,000","500",원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층 ",1268
1050,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"26,573,767","2,657,376,700","100",원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 - ,1268
1051,066310,큐에스아이,032601,반도체 제조업,"8,278,230","4,139,115,000","500",원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17 ,1268
1052,016600,큐캐피탈,116409,기타 금융업,"134,101,053","67,050,526,500","500",원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) ,1268
1053,058530,크레아플래닛,032902,특수 목적용 기계 제조업,"54,677,826","27,338,913,000","500",원(KRW),(031)495-8262,경기 안산시 단원구 성곡동 728-3 시화공단 4바 204호 ,1268
1054,043590,크로바하이텍,032601,반도체 제조업,"13,000,000","6,500,000,000","500",원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57 ,1268
1055,114120,크루셜텍,032602,전자부품 제조업,"91,535,785","45,767,892,500","500",원(KRW),041-913-0001,경기도 성남시 분당구 판교로 255 62 크루셜텍빌딩,1268
1056,083790,크리스탈,137001,자연과학 및 공학 연구개발업,"25,903,211","12,951,605,500","500",원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",1268
1057,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926","0.5",미국달러(USD),86-510-68171266,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp",1268
1058,045520,크린앤사이언스,031701,"펄프, 종이 및 판지 제조업","6,500,000","3,650,000,000","500",원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호 ,1268
1059,214150,클래시스,032701,의료용 기기 제조업,"60,473,077","6,047,307,700","100",원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",1268
1060,237880,클리오,032004,기타 화학제품 제조업,"16,948,095","8,474,047,500","500",원(KRW),02-514-0056,서울특별시 강남구 압구정로30길 62 클리오 빌딩,1268
1061,218710,키움스팩3호,116601,금융 지원 서비스업,"6,700,000","670,000,000","100",원(KRW),02-3787-5053,서울특별시 영등포구 여의나루로4길 18 &nbsp,1268
1062,226850,키움스팩4호,116601,금융 지원 서비스업,"10,204,000","1,020,400,000","100",원(KRW),02-3787-5053,"서울특별시 영등포구 여의나루로4길 18(여의도동, 키움파이낸스스퀘어빌딩) ",1268
1063,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","77,453,469","7,745,346,900","100",원(KRW),02-3444-2002,서울특별시 강남구 영동대로96길 26 5층(삼성동) ,1268
1064,219130,타이거일렉,032602,전자부품 제조업,"6,314,290","3,157,145,000","500",원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33 ,1268
1065,065130,탑엔지니어링,032902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500","500",원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17 ,1268
1066,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000","500",원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,1268
1067,053620,태양,032509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000","500",원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,1268
1068,072520,태양씨앤엘,032602,전자부품 제조업,"42,949,277","4,294,927,700","100",원(KRW),053-665-9000,대구광역시 달서구 성서4차첨단로 146 ,1268
1069,044490,태웅,032509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500","500",원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67 ,1268
1070,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"4,037,317","2,018,658,500","500",원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) ",1268
1071,123100,테라세미콘,032902,특수 목적용 기계 제조업,"11,303,840","5,651,920,000","500",원(KRW),031-831-2500,경기도 화성시  동탄면 경기동로 267-24 ,1268
1072,182690,테라셈,032601,반도체 제조업,"13,966,340","6,983,170,000","500",원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,1268
1073,066700,테라젠이텍스,032102,의약품 제조업,"30,355,332","15,177,666,000","500",원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,1268
1074,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000","500",원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,1268
1075,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000","500",원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,1268
1076,089030,테크윙,032902,특수 목적용 기계 제조업,"18,401,365","9,264,399,500","500",원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,1268
1077,038540,텍셀네트컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","47,748,397","47,748,397,000","1,000",원(KRW),02-2167-8500,서울특별시 금천구  가산디지털2로 123 월드메르디앙2차 ,1268
1078,054450,텔레칩스,032601,반도체 제조업,"10,630,978","5,315,489,000","500",원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,1268
1079,091440,텔레필드,032604,통신 및 방송 장비 제조업,"6,957,040","3,478,520,000","500",원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",1268
1080,196450,텔루스,032703,사진장비 및 광학기기 제조업,"84,848,915","16,969,783,000","200",원(KRW),02-6416-2216,경기도 용인시 처인구 남사면 당하로 113-12 ,1268
1081,200230,텔콘,032604,통신 및 방송 장비 제조업,"72,707,982","7,270,798,200","100",원(KRW),031-371-8502,경기도 용인시 기흥구 동탄기흥로 684 -,1268
1082,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","36,252,487","3,625,248,700","100",원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,1268
1083,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,1268
1084,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,1268
1085,057880,토필드,032605,영상 및 음향기기 제조업,"17,882,859","8,941,429,500","500",원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜,1268
1086,108230,톱텍,032902,특수 목적용 기계 제조업,"36,078,457","18,175,562,000","500",원(KRW),054-472-1100,경상북도 구미시 산동면 산호대로 1105-65 ,1268
1087,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"18,198,800","9,099,400,000","500",원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",1268
1088,066410,투윈글로벌,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","61,670,933","30,835,466,500","500",원(KRW),(02)3452-5079,서울특별시 강남구  논현로75길 10 영창빌딩 5층,1268
1089,052290,트레이스,032602,전자부품 제조업,"53,587,746","26,793,873,000","500",원(KRW),031-499-8960,"경기도 안산시 단원구 만해로 205 제4층 제에이 401(타원타크라3, 성곡동)",1268
